Date,RegionName,State,Metro,County,City,SizeRank,Zri,MoM,QoQ,YoY,ZriRecordCnt
1/31/2020,Ramona,CA,Riverside-San Bernardino-Ontario,Riverside County,Moreno Valley,1750,1829,0.0118,0.0204,0.0591,1598
1/31/2020,DMV,CA,Riverside-San Bernardino-Ontario,San Bernardino County,San Bernardino,1762,1333,0.0018,0.0033,0.0392,1514
1/31/2020,Blacow,CA,San Francisco-Oakland-Hayward,Alameda County,Fremont,1763,2918,-0.0114,-0.0064,-0.0093,2121
1/31/2020,Cleveland Heights,CA,San Francisco-Oakland-Hayward,Alameda County,Oakland,1765,3023,-0.0066,-0.0227,0.005,1456
1/31/2020,Mid Central,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,Pasadena,1766,2507,0.0044,-0.0005,0.0214,2613
1/31/2020,Parkwoods,CA,Stockton-Lodi,San Joaquin County,Stockton,1768,1780,0.0068,0.0073,0.0404,2328
1/31/2020,Lordsburg,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,La Verne,1772,2333,0.0252,0.0219,-0.0096,2563
1/31/2020,Belding,CA,San Francisco-Oakland-Hayward,Contra Costa County,Richmond,1780,2466,0.0088,0.0193,0.0236,3343
1/31/2020,South Blaney,CA,San Jose-Sunnyvale-Santa Clara,Santa Clara County,Cupertino,1793,3576,-0.0012,-0.0264,-0.011,2302
1/31/2020,East Murphy,CA,San Jose-Sunnyvale-Santa Clara,Santa Clara County,Sunnyvale,1794,3287,-0.0168,-0.0181,0.0094,3077
1/31/2020,Lakewood Village,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,Long Beach,1795,2275,0.0026,-0.0236,-0.0101,2187
1/31/2020,Havenscourt,CA,San Francisco-Oakland-Hayward,Alameda County,Oakland,1801,2481,-0.0087,-0.0099,-0.0225,1878
1/31/2020,Central,CA,San Francisco-Oakland-Hayward,San Mateo County,Redwood City,1812,3522,-0.009,-0.0169,0.0427,1347
1/31/2020,Corridor,CA,San Diego-Carlsbad,San Diego County,San Diego,1830,1969,0.0051,0.004,0.0303,1110
1/31/2020,Land Park,CA,Sacramento--Roseville--Arden-Arcade,Sacramento County,Sacramento,1832,1875,0.0078,0.0041,-0.0308,3348
1/31/2020,Bel Air,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,Los Angeles,1843,4339,-0.0151,-0.0658,-0.0812,3361
1/31/2020,Mission Valley,CA,San Francisco-Oakland-Hayward,Alameda County,Fremont,1844,3768,-0.0171,-0.0197,-0.0251,2260
1/31/2020,Santa Clara,CA,San Francisco-Oakland-Hayward,Alameda County,Hayward,1848,2656,0.0049,0.0244,0.0134,1899
1/31/2020,Verdugo Woodlands,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,Glendale,1850,2777,-0.0107,0.0065,0.012,2607
1/31/2020,Riverpark,CA,Oxnard-Thousand Oaks-Ventura,Ventura County,Oxnard,1852,2902,0.0015,0.002,0.049,2432
1/31/2020,Sunrise Ranch,CA,Sacramento--Roseville--Arden-Arcade,Sacramento County,Citrus Heights,1853,1717,0.0072,0.0122,0.0227,1846
1/31/2020,Richmond Heights,CA,San Francisco-Oakland-Hayward,Contra Costa County,Richmond,1858,2546,-0.0002,-0.0108,-0.0145,5932
1/31/2020,Downtown-Third Street Promenade,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,Santa Monica,1863,3615,0.0036,-0.0152,0.0253,1449
1/31/2020,North of Montana,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,Santa Monica,1864,5623,-0.0186,-0.056,-0.0306,3469
1/31/2020,Friendly Acres,CA,San Francisco-Oakland-Hayward,San Mateo County,Redwood City,1872,3380,-0.014,-0.0577,-0.0261,1252
1/31/2020,Central City,CA,Los Angeles-Long Beach-Anaheim,Orange County,Santa Ana,1876,2869,-0.0073,-0.0176,0.004,1201
1/31/2020,SBHS,CA,Riverside-San Bernardino-Ontario,San Bernardino County,San Bernardino,1877,1355,0.0075,0.0147,0.0409,1234
1/31/2020,Palm,CA,San Francisco-Oakland-Hayward,San Mateo County,Redwood City,1880,3697,0.0012,-0.014,0.0367,1197
1/31/2020,Brookvale,CA,San Francisco-Oakland-Hayward,Alameda County,Fremont,1885,3138,-0.0083,-0.0081,-0.0124,2076
1/31/2020,Serano,CA,Riverside-San Bernardino-Ontario,Riverside County,Moreno Valley,1896,1706,0.0174,0.0171,0.0258,1507
1/31/2020,Mission-Foothill,CA,San Francisco-Oakland-Hayward,Alameda County,Hayward,1899,2717,0.0027,0.0251,0.0342,2152
1/31/2020,Oak Park,CA,Santa Maria-Santa Barbara,Santa Barbara County,Santa Barbara,1906,3500,-0.0003,0.0166,0.042,1083
1/31/2020,Sunnymead,CA,Riverside-San Bernardino-Ontario,Riverside County,Moreno Valley,1910,1765,0.0134,0.0164,0.0384,1015
1/31/2020,Rancho Rinconada,CA,San Jose-Sunnyvale-Santa Clara,Santa Clara County,Cupertino,1911,3760,0.0054,-0.0174,0.0137,1736
1/31/2020,Stonewood,CA,Stockton-Lodi,San Joaquin County,Stockton,1918,1719,0.0104,0.0312,0.0759,2508
1/31/2020,Sunnyside,CA,San Francisco-Oakland-Hayward,San Francisco County,San Francisco,1919,3814,-0.0078,-0.014,-0.0156,2214
1/31/2020,Montecito Heights,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,Los Angeles,1923,2470,0.0021,0.0115,0.0234,1929
1/31/2020,Quail Lakes - Venetian Bridges,CA,Stockton-Lodi,San Joaquin County,Stockton,1928,1785,0.0129,0.0253,0.0556,2353
1/31/2020,Northeast Bakersfield,CA,Bakersfield,Kern County,Bakersfield,1929,1355,0.0117,0.013,0.0697,1906
1/31/2020,Montrose Verdugo City,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,Glendale,1948,2676,-0.001,0.0006,0.0011,1663
1/31/2020,Hendrick Ranch,CA,Riverside-San Bernardino-Ontario,Riverside County,Moreno Valley,1954,1851,0.0035,0.0132,0.0578,1809
1/31/2020,Mission San Jose,CA,San Francisco-Oakland-Hayward,Alameda County,Fremont,1956,3281,-0.0087,-0.0379,-0.0263,2414
1/31/2020,Outer Mission,CA,San Francisco-Oakland-Hayward,San Francisco County,San Francisco,1958,3501,-0.0189,-0.0502,-0.0389,1605
1/31/2020,Sunrise Oaks,CA,Sacramento--Roseville--Arden-Arcade,Sacramento County,Citrus Heights,1962,1766,0.0009,0.0054,0.0334,2663
1/31/2020,Southgate,CA,Bakersfield,Kern County,Bakersfield,1968,1051,0.0145,0.0214,0.0699,1636
1/31/2020,Del Cerro,CA,San Diego-Carlsbad,San Diego County,San Diego,1982,2722,-0.0086,-0.0099,0.0654,3089
1/31/2020,East Village,CA,Oxnard-Thousand Oaks-Ventura,Ventura County,Oxnard,1985,2788,0.0086,0.0436,0.0515,1976
1/31/2020,Buena Vista,CA,San Francisco-Oakland-Hayward,San Francisco County,San Francisco,1996,4684,-0.0076,-0.0142,-0.0073,1319
1/31/2020,Northeast Village,CA,Sacramento--Roseville--Arden-Arcade,Yolo County,West Sacramento,2020,1990,0.0121,0.0051,0.0017,2653
1/31/2020,Business District,CA,Los Angeles-Long Beach-Anaheim,Orange County,Irvine,2025,2846,-0.009,0.0527,0.2189,7917
1/31/2020,California Heights,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,Long Beach,2027,2128,-0.0191,-0.0213,-0.0149,2454
1/31/2020,Spanos Park West,CA,Stockton-Lodi,San Joaquin County,Stockton,2028,2183,0.0114,0.0308,0.0349,1791
1/31/2020,Wood Streets,CA,Riverside-San Bernardino-Ontario,Riverside County,Riverside,2036,2085,-0.0032,-0.0057,0.0695,2070
1/31/2020,La Colonia,CA,Oxnard-Thousand Oaks-Ventura,Ventura County,Oxnard,2046,2433,-0.0051,-0.0132,0.0274,1153
1/31/2020,Sunbow II,CA,San Diego-Carlsbad,San Diego County,Chula Vista,2056,2690,0.0077,0.0251,0.0719,1671
1/31/2020,Terra Linda,CA,San Francisco-Oakland-Hayward,Marin County,San Rafael,2064,3567,0.0102,0.0192,0.0795,3294
1/31/2020,Piedmont Avenue,CA,San Francisco-Oakland-Hayward,Alameda County,Oakland,2066,2964,-0.0028,-0.0243,0.0088,2073
1/31/2020,College-Glen,CA,Sacramento--Roseville--Arden-Arcade,Sacramento County,Sacramento,2072,1776,-0.0019,0.0097,0.0427,3573
1/31/2020,Robla,CA,Sacramento--Roseville--Arden-Arcade,Sacramento County,Sacramento,2083,1659,0.014,0.0163,0.0412,2304
1/31/2020,Bushrod,CA,San Francisco-Oakland-Hayward,Alameda County,Oakland,2084,3059,-0.0194,-0.0293,-0.0165,1791
1/31/2020,Pueblo Park,CA,Napa,Napa County,Napa,2088,2881,-0.0054,-0.0095,0.0151,1931
1/31/2020,Park Stockdale,CA,Bakersfield,Kern County,Bakersfield,2095,1212,0.008,-0.0043,0.0453,1709
1/31/2020,Southgate,CA,San Francisco-Oakland-Hayward,Alameda County,Hayward,2100,2762,-0.0023,0.0212,0.0102,2090
1/31/2020,Famous Ships,CA,San Francisco-Oakland-Hayward,San Mateo County,Foster City,2103,3917,-0.0042,-0.0178,0.0351,1605
1/31/2020,Grand,CA,Riverside-San Bernardino-Ontario,Riverside County,Riverside,2107,2087,0.0228,0.0152,0.0733,1692
1/31/2020,Belmont Shore,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,Long Beach,2113,2679,-0.0125,0.0173,0.0177,2532
1/31/2020,University Town Center,CA,Los Angeles-Long Beach-Anaheim,Orange County,Irvine,2118,2818,-0.0064,0.0062,-0.0051,1247
1/31/2020,Kimber-Gomes,CA,San Francisco-Oakland-Hayward,Alameda County,Fremont,2130,3458,-0.0042,-0.0129,-0.0243,2502
1/31/2020,Foothill Boulevard Corridor,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,La Verne,2131,2540,0.0058,0.0048,0.0091,1570
1/31/2020,Arcade Creek,CA,Sacramento--Roseville--Arden-Arcade,Sacramento County,Citrus Heights,2134,1769,0.0027,0.0115,0.0529,2296
1/31/2020,Somerset,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,Glendale,2136,2577,-0.0022,0.0058,0.0063,1138
1/31/2020,Ingleside Heights,CA,San Francisco-Oakland-Hayward,San Francisco County,San Francisco,2139,3265,-0.0117,-0.0071,-0.0202,1893
1/31/2020,Monta Vista North,CA,San Jose-Sunnyvale-Santa Clara,Santa Clara County,Cupertino,2147,4326,0.025,0.0037,0.0107,2043
1/31/2020,Rainbow Ridge,CA,Riverside-San Bernardino-Ontario,Riverside County,Moreno Valley,2149,2064,0.0087,0.003,0.0446,1905
1/31/2020,Juanamaria,CA,Oxnard-Thousand Oaks-Ventura,Ventura County,Ventura,2155,2808,0.0082,0.0256,0.0221,2469
1/31/2020,Ponce de Leon,CA,Stockton-Lodi,San Joaquin County,Stockton,2165,1569,0.0168,0.0309,0.0539,2041
1/31/2020,East End,CA,San Francisco-Oakland-Hayward,Alameda County,Alameda,2167,3174,-0.0126,-0.0263,0.0133,1987
1/31/2020,Mission Bay,CA,San Francisco-Oakland-Hayward,San Francisco County,San Francisco,2168,4399,0.0065,0.028,0.0481,3526
1/31/2020,Rancho Del Rey I,CA,San Diego-Carlsbad,San Diego County,Chula Vista,2170,2482,0.0049,0.0082,0.0175,1835
1/31/2020,Quail Glen,CA,Sacramento--Roseville--Arden-Arcade,Placer County,Roseville,2172,2227,-0.023,-0.0362,0.0129,2399
1/31/2020,Silver Creek,CA,Bakersfield,Kern County,Bakersfield,2201,1463,0.0006,-0.0052,0.0266,2470
1/31/2020,CHANT,CA,Sacramento--Roseville--Arden-Arcade,Sacramento County,Citrus Heights,2202,1789,0.0065,0.0191,0.0427,1957
1/31/2020,Longfellow,CA,San Francisco-Oakland-Hayward,Alameda County,Oakland,2211,3037,0.0184,-0.005,-0.0176,1894
1/31/2020,Farm Hill,CA,San Francisco-Oakland-Hayward,San Mateo County,Redwood City,2213,3840,-0.0007,-0.0144,-0.0851,2210
1/31/2020,East Bakersfield,CA,Bakersfield,Kern County,Bakersfield,2217,941,0.0046,0.0185,0.0492,1050
1/31/2020,Mt Eden,CA,San Francisco-Oakland-Hayward,Alameda County,Hayward,2228,2929,0.0001,0.0056,0.0012,1959
1/31/2020,Del Mar Heights,CA,San Diego-Carlsbad,San Diego County,San Diego,2229,4526,-0.0016,0.0046,0.0381,3041
1/31/2020,Westwood,CA,Napa,Napa County,Napa,2232,2606,-0.0056,0.0159,0.0318,1386
1/31/2020,South Sundale,CA,San Francisco-Oakland-Hayward,Alameda County,Fremont,2235,2956,-0.0012,0.0147,0.0274,1834
1/31/2020,Kensington,CA,San Diego-Carlsbad,San Diego County,San Diego,2236,2458,0.0019,-0.0262,0.0754,2237
1/31/2020,Stone Meadows,CA,Bakersfield,Kern County,Bakersfield,2239,1357,0.0024,0.0291,0.0239,1997
1/31/2020,Ridgeview-Webster,CA,San Diego-Carlsbad,San Diego County,San Diego,2241,2128,0.0111,-0.0037,0.0406,1424
1/31/2020,Hayward Highland,CA,San Francisco-Oakland-Hayward,Alameda County,Hayward,2243,3105,-0.0057,-0.0115,-0.0115,2821
1/31/2020,Midtown - Winn Park Capital Avenue,CA,Sacramento--Roseville--Arden-Arcade,Sacramento County,Sacramento,2245,1812,0.0116,-0.0056,-0.0166,1213
1/31/2020,Bronze Coast,CA,San Francisco-Oakland-Hayward,Alameda County,Alameda,2251,3151,-0.0059,-0.011,0.0206,1665
1/31/2020,Longwood-Winton Grove,CA,San Francisco-Oakland-Hayward,Alameda County,Hayward,2254,2637,0.0165,0.0402,-0.0029,1173
1/31/2020,Elysian Valley,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,Los Angeles,2262,2638,-0.0266,-0.0028,0.0212,1458
1/31/2020,Gleason Park,CA,Stockton-Lodi,San Joaquin County,Stockton,2272,1476,0.003,-0.0039,0.0618,1303
1/31/2020,Central,CA,San Francisco-Oakland-Hayward,San Mateo County,Belmont,2276,3762,0.0051,0.0049,0.0727,2394
1/31/2020,Park Oaks,CA,Sacramento--Roseville--Arden-Arcade,Sacramento County,Citrus Heights,2279,1699,0.0041,0.009,0.0401,2205
1/31/2020,Briggs Ranch,CA,Sacramento--Roseville--Arden-Arcade,Sacramento County,Folsom,2280,2166,-0.0143,0.0135,0.011,2424
1/31/2020,Maxwell Park,CA,San Francisco-Oakland-Hayward,Alameda County,Oakland,2288,2788,0.0101,0.0104,0.0382,2239
1/31/2020,Central,CA,San Francisco-Oakland-Hayward,San Mateo County,San Mateo,2306,3442,0.0027,-0.0161,0.0342,999
1/31/2020,Irvine Spectrum,CA,Los Angeles-Long Beach-Anaheim,Orange County,Irvine,2309,2803,-0.0131,-0.027,-0.0035,4060
1/31/2020,Woodcreek Oaks,CA,Sacramento--Roseville--Arden-Arcade,Placer County,Roseville,2312,2154,0.0054,-0.0113,0.0696,1624
1/31/2020,Gateway West,CA,Sacramento--Roseville--Arden-Arcade,Sacramento County,Sacramento,2318,1942,0.012,0.0097,0.0661,2859
1/31/2020,Sunnymeadows,CA,Riverside-San Bernardino-Ontario,Riverside County,Moreno Valley,2320,1930,-0.0088,0.0058,0.0887,1868
1/31/2020,Seneca,CA,Riverside-San Bernardino-Ontario,Riverside County,Moreno Valley,2321,2227,0.0121,0.0291,0.1106,1102
1/31/2020,Bodger Park,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,Hawthorne,2328,2456,-0.0028,-0.0102,-0.0007,1216
1/31/2020,Ramona,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,Hawthorne,2339,2681,-0.0143,-0.0225,0.0111,1477
1/31/2020,Southwood,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,Torrance,2342,3204,-0.0116,-0.0137,0.0189,2512
1/31/2020,Stoneridge,CA,Sacramento--Roseville--Arden-Arcade,Placer County,Roseville,2343,2268,0.0192,0.0683,0.0743,2462
1/31/2020,Old Mountain View,CA,San Jose-Sunnyvale-Santa Clara,Santa Clara County,Mountain View,2347,3756,0.0086,-0.0512,-0.0019,1793
1/31/2020,Monta Vista South,CA,San Jose-Sunnyvale-Santa Clara,Santa Clara County,Cupertino,2352,3911,0.0109,-0.0108,-0.0137,2310
1/31/2020,Colonial Heights,CA,Stockton-Lodi,San Joaquin County,Stockton,2353,1617,0.0248,0.0226,0.0347,1293
1/31/2020,Cherry-Guardino,CA,San Francisco-Oakland-Hayward,Alameda County,Fremont,2360,2874,0.0004,0.0026,-0.031,3252
1/31/2020,Lower Pacific Heights,CA,San Francisco-Oakland-Hayward,San Francisco County,San Francisco,2366,4515,-0.0156,-0.0249,-0.014,1851
1/31/2020,West Campbell,CA,San Jose-Sunnyvale-Santa Clara,Santa Clara County,Campbell,2370,3332,-0.0065,-0.0144,0.0224,1805
1/31/2020,Burbank,CA,San Francisco-Oakland-Hayward,Alameda County,Hayward,2381,2686,0.0114,0.0393,0.0322,1698
1/31/2020,La Sierra Hills,CA,Riverside-San Bernardino-Ontario,Riverside County,Riverside,2382,2303,-0.0032,-0.0008,0.0411,1773
1/31/2020,Kaseberg-Kingswood,CA,Sacramento--Roseville--Arden-Arcade,Placer County,Roseville,2389,1964,-0.0051,-0.0224,0.0173,1279
1/31/2020,Riviera,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,Torrance,2390,3754,-0.0188,-0.0238,0.0128,3947
1/31/2020,Redwood Oaks,CA,San Francisco-Oakland-Hayward,San Mateo County,Redwood City,2396,3775,-0.0093,-0.0238,0.0162,1554
1/31/2020,University Hills,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,Los Angeles,2400,2015,-0.0046,-0.0206,0.0294,1090
1/31/2020,University,CA,Riverside-San Bernardino-Ontario,San Bernardino County,San Bernardino,2416,1729,0.0026,-0.0026,0.0314,1025
1/31/2020,Hagginwood,CA,Sacramento--Roseville--Arden-Arcade,Sacramento County,Sacramento,2420,1531,0.0064,0.0007,0.0464,1666
1/31/2020,East Lake I,CA,San Diego-Carlsbad,San Diego County,Chula Vista,2438,2554,0.0109,-0.0128,0.0157,2675
1/31/2020,Harbor Bay Isle,CA,San Francisco-Oakland-Hayward,Alameda County,Alameda,2444,3370,-0.0157,-0.0156,0.0037,2678
1/31/2020,Walnut Wood,CA,Sacramento--Roseville--Arden-Arcade,Sacramento County,Rancho Cordova,2458,1651,0.015,0.013,0.0404,1593
1/31/2020,Adams North,CA,San Diego-Carlsbad,San Diego County,San Diego,2460,2590,0.0015,-0.0154,0.105,1656
1/31/2020,San Mateo Heights,CA,San Francisco-Oakland-Hayward,San Mateo County,San Mateo,2467,3556,-0.0009,-0.0055,0.0251,1405
1/31/2020,Adams Hill,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,Glendale,2471,2557,-0.0057,0.0136,-0.0121,1240
1/31/2020,South Shoreview,CA,San Francisco-Oakland-Hayward,San Mateo County,San Mateo,2473,3165,-0.0261,-0.0218,0.0511,2014
1/31/2020,Highland Reserve,CA,Sacramento--Roseville--Arden-Arcade,Placer County,Roseville,2504,2271,0.0003,-0.0114,0.0362,2306
1/31/2020,North Central,CA,San Francisco-Oakland-Hayward,San Mateo County,San Mateo,2510,3225,-0.0113,-0.02,0.0306,1719
1/31/2020,El Cerrito,CA,San Diego-Carlsbad,San Diego County,San Diego,2513,2203,0.0073,0.0265,0.1613,1326
1/31/2020,Upper Rockridge,CA,San Francisco-Oakland-Hayward,Alameda County,Oakland,2515,3350,-0.0159,-0.0439,-0.0578,2511
1/31/2020,Curtis Park,CA,Sacramento--Roseville--Arden-Arcade,Sacramento County,Sacramento,2521,1787,0.0064,0.0057,0.0546,2223
1/31/2020,La Morada,CA,Stockton-Lodi,San Joaquin County,Stockton,2522,1849,0.0037,-0.0379,0.029,3989
1/31/2020,Seminary,CA,San Francisco-Oakland-Hayward,Alameda County,Oakland,2524,2519,0.0074,-0.0081,0.0058,1156
1/31/2020,Magnolia Park,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,Burbank,2528,2863,-0.0169,-0.0036,0.0041,1882
1/31/2020,El Rio,CA,Oxnard-Thousand Oaks-Ventura,Ventura County,Oxnard,2545,2374,-0.0198,-0.0119,0.0087,1316
1/31/2020,Core-Columbia,CA,San Diego-Carlsbad,San Diego County,San Diego,2547,2646,0.0108,-0.0166,0.0176,3444
1/31/2020,Sorrento Valley,CA,San Diego-Carlsbad,San Diego County,San Diego,2556,2987,0.0057,-0.0076,0.0528,1534
1/31/2020,Arroyo Viejo,CA,San Francisco-Oakland-Hayward,Alameda County,Oakland,2558,2730,0.0031,0.0016,0.0085,1406
1/31/2020,State College Area,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,Long Beach,2575,2842,0.0017,0.0278,0.082,1151
1/31/2020,vallejo heights,CA,Vallejo-Fairfield,Solano County,Vallejo,2592,1910,-0.0101,-0.0057,0.0164,2005
1/31/2020,Century City,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,Los Angeles,2596,3959,-0.0086,-0.0271,0.0131,3701
1/31/2020,Prescott,CA,San Francisco-Oakland-Hayward,Alameda County,Oakland,2600,2941,0.0061,-0.0179,-0.0332,1589
1/31/2020,Sunny Sands,CA,Riverside-San Bernardino-Ontario,Riverside County,Cathedral City,2604,1942,-0.0093,0.0059,0.0679,1836
1/31/2020,Delhi,CA,Los Angeles-Long Beach-Anaheim,Orange County,Santa Ana,2608,2460,0.0024,0.0012,-0.0139,1260
1/31/2020,Redwood Village,CA,San Diego-Carlsbad,San Diego County,San Diego,2610,2227,0.0247,0.0315,0.0907,1303
1/31/2020,Oakland Avenue-Harrison Street,CA,San Francisco-Oakland-Hayward,Alameda County,Oakland,2611,2959,-0.0038,-0.0185,0.0185,1248
1/31/2020,Victoriano,CA,Riverside-San Bernardino-Ontario,Riverside County,Moreno Valley,2614,2162,0.0141,0.026,0.1116,2350
1/31/2020,Twenty-Fifth Ave,CA,San Francisco-Oakland-Hayward,San Mateo County,San Mateo,2616,3665,0.0047,0.0044,0.0355,1615
1/31/2020,Platinum Triangle,CA,Los Angeles-Long Beach-Anaheim,Orange County,Anaheim,2630,2332,-0.0125,-0.0418,0.0154,4072
1/31/2020,Vineyards-Avalon,CA,San Francisco-Oakland-Hayward,Alameda County,Fremont,2632,5313,-0.0199,-0.0319,-0.12,1925
1/31/2020,Prairie Oaks,CA,Sacramento--Roseville--Arden-Arcade,Sacramento County,Folsom,2637,2489,0.0108,0.0077,0.0219,1531
1/31/2020,Moreno,CA,Riverside-San Bernardino-Ontario,Riverside County,Moreno Valley,2649,2045,0.0124,-0.0038,0.0699,1655
1/31/2020,Los Cerritos Area,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,Long Beach,2650,2590,-0.0156,0.0023,0.0121,1746
1/31/2020,Webster,CA,San Francisco-Oakland-Hayward,Alameda County,Oakland,2668,2739,0.0086,0.0205,0.0879,1312
1/31/2020,Loma Portal,CA,San Diego-Carlsbad,San Diego County,San Diego,2675,2920,-0.0198,-0.018,0.0341,1709
1/31/2020,South Beach,CA,San Francisco-Oakland-Hayward,San Francisco County,San Francisco,2685,4484,-0.0002,0.0038,-0.0056,3347
1/31/2020,Mission Hills,CA,San Diego-Carlsbad,San Diego County,San Diego,2689,2905,-0.0034,-0.0372,0.0072,2365
1/31/2020,Cal-Gisler,CA,Oxnard-Thousand Oaks-Ventura,Ventura County,Oxnard,2696,2278,-0.005,-0.0167,0.009,1059
1/31/2020,Marina West,CA,Oxnard-Thousand Oaks-Ventura,Ventura County,Oxnard,2697,2564,0.0063,-0.0109,0.0124,1457
1/31/2020,Towngate,CA,Riverside-San Bernardino-Ontario,Riverside County,Moreno Valley,2698,1827,-0.0092,-0.0184,0.0129,2061
1/31/2020,Raynor,CA,San Jose-Sunnyvale-Santa Clara,Santa Clara County,Sunnyvale,2702,3702,-0.001,-0.0386,-0.0015,1803
1/31/2020,Lakes and Birds,CA,San Francisco-Oakland-Hayward,Alameda County,Fremont,2704,3336,-0.0036,-0.0008,-0.0049,1531
1/31/2020,Central Oak Park,CA,Sacramento--Roseville--Arden-Arcade,Sacramento County,Sacramento,2707,1617,-0.0011,0.0047,0.0677,1965
1/31/2020,Broadstone,CA,Sacramento--Roseville--Arden-Arcade,Sacramento County,Folsom,2710,2162,0.0117,0.0119,0.0359,2763
1/31/2020,Redwood Heights,CA,San Francisco-Oakland-Hayward,Alameda County,Oakland,2715,2850,0.0076,0.0032,0.0589,2179
1/31/2020,Triangle South,CA,San Jose-Sunnyvale-Santa Clara,Santa Clara County,Saratoga,2721,4573,0.0119,-0.02,-0.0011,1944
1/31/2020,Tamarack Point,CA,San Diego-Carlsbad,San Diego County,Carlsbad,2729,2674,0.0023,0.0156,0.0352,2529
1/31/2020,Belle Haven,CA,San Francisco-Oakland-Hayward,San Mateo County,Menlo Park,2732,3358,-0.005,-0.0085,0.0548,1169
1/31/2020,Glenview,CA,San Francisco-Oakland-Hayward,Alameda County,Oakland,2746,2999,0.0022,-0.021,-0.0066,1997
1/31/2020,American River Canyon North,CA,Sacramento--Roseville--Arden-Arcade,Sacramento County,Folsom,2749,2290,0.0042,-0.0035,-0.0186,1718
1/31/2020,Paseo Ranchoero,CA,San Diego-Carlsbad,San Diego County,Chula Vista,2751,2474,0.0117,0.0328,0.0448,1672
1/31/2020,The Seasons,CA,Bakersfield,Kern County,Bakersfield,2753,1364,0.0132,0.0079,0.0082,1623
1/31/2020,Fruitridge Manor,CA,Sacramento--Roseville--Arden-Arcade,Sacramento County,Sacramento,2758,1647,0.0013,0.0107,0.04,1660
1/31/2020,South Park,CA,San Diego-Carlsbad,San Diego County,San Diego,2761,2600,0.0127,-0.0143,0.0877,1719
1/31/2020,Via Marina,CA,Oxnard-Thousand Oaks-Ventura,Ventura County,Oxnard,2769,2644,0.0028,0.0111,0.0209,1506
1/31/2020,Lemonwood-Eastmont,CA,Oxnard-Thousand Oaks-Ventura,Ventura County,Oxnard,2770,2519,-0.0011,0.0038,0.026,1114
1/31/2020,Perris Hills,CA,Riverside-San Bernardino-Ontario,San Bernardino County,San Bernardino,2787,1629,-0.0008,0.0207,0.0541,1146
1/31/2020,North East,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,Pasadena,2794,2787,0.012,0.0146,0.0479,2893
1/31/2020,Upper B Street,CA,San Francisco-Oakland-Hayward,Alameda County,Hayward,2801,2671,0.0128,0.0379,0.0505,1427
1/31/2020,Parkmont,CA,San Francisco-Oakland-Hayward,Alameda County,Fremont,2816,3062,-0.0096,-0.0193,-0.0202,1528
1/31/2020,Presidential Park,CA,Riverside-San Bernardino-Ontario,Riverside County,Riverside,2820,2074,0.0113,0.0223,0.0774,1388
1/31/2020,Bay Farm Island,CA,San Francisco-Oakland-Hayward,Alameda County,Alameda,2821,3352,0.0024,0.0028,-0.0005,2569
1/31/2020,Country Club,CA,Stockton-Lodi,San Joaquin County,Stockton,2825,1634,0.0168,0.0177,0.0498,1458
1/31/2020,Grand Lake,CA,San Francisco-Oakland-Hayward,Alameda County,Oakland,2832,2875,-0.0038,-0.0219,-0.0038,1525
1/31/2020,Foothills Junction,CA,Sacramento--Roseville--Arden-Arcade,Placer County,Roseville,2833,2064,-0.0066,-0.0193,0.0336,2102
1/31/2020,Central Business District,CA,San Francisco-Oakland-Hayward,San Mateo County,San Mateo,2837,3450,-0.004,-0.0029,0.012,1299
1/31/2020,Media,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,Burbank,2844,2819,-0.0146,0.0008,0.0175,1415
1/31/2020,Calavera Hills,CA,San Diego-Carlsbad,San Diego County,Carlsbad,2848,2727,0.0038,0.0072,0.0443,2770
1/31/2020,Rio Lindo,CA,Oxnard-Thousand Oaks-Ventura,Ventura County,Oxnard,2850,2681,0.0001,0.0176,0.0661,1330
